OBJECTID,Country,Feature Description,Feature Name,Controlled Unclassified Information Indicator,Is FIRRMA Site,Is Joint Base,Media Identifier,Primary Key Identifier,Globally Unique Identifier,Site Name,Site Operational Status,Site Reporting Component Code,State Name Code,Shape__Area,Shape__Length,latitude,longitude,elevation,geocoded_name
179,usa,na,NG MTA Ft Wm Henry Harrison,no,no,no,na, ,7a168215-b04a-4907-ac64-b60bd88193aa,NG MTA Ft Wm Henry Harrison,act,armyNationalGuard,mt,0.00311887960288,0.400328516384782,,,,
182,usa,na,Camp Williams,no,yes,no,na, ,9f20fd4b-322a-4285-94a5-6bd500441c11,Camp Williams,act,armyNationalGuard,ut,0.0103705083729437,0.614781076326502,40.43328,-111.93688,1515.0,Camp Williams Heliport
183,usa,na,Camp Grayling,no,yes,no,na, ,d9daf0e2-261b-4e24-8b15-ef24c03950d6,Camp Grayling,act,armyNationalGuard,mi,0.0696399970248168,4.95999226706094,,,,
184,usa,na,Camp Roberts,no,yes,no,na, ,82271aa2-ea21-4087-9ac3-cb9ff37bb08c,Camp Roberts,act,armyNationalGuard,ca,0.0171896731289962,0.693040885592187,39.17838,-86.1936,192.0,Camp Roberts
186,usa,na,NG Nashville,no,no,no,na, ,01203d0e-641b-4833-9141-9e2f590b8482,NG Nashville,act,armyNationalGuard,tn,2.48478581852396e-05,0.0266058950360231,36.16589,-86.78444,170.0,Nashville
188,usa,na,NG Alcantra Armory Complex,no,no,no,na, ,f79f0803-8492-4b8d-8dc4-c45d608f756a,NG Alcantra Armory Complex,act,armyNationalGuard,ak,0.0002189692031606,0.0750839345771892,,,,
192,usa,na,NG Youngstown Tng Site,no,no,no,na, ,b71c42af-36c9-40e1-8a86-cb137af04a48,NG Youngstown Tng Site,act,armyNationalGuard,ny,0.0003847980044611,0.0855939515864612,,,,
193,usa,na,NG Training Site,no,no,no,na, ,8afba846-802f-4cf9-afc9-981c7c5bbabb,NG Training Site,act,armyNationalGuard,nh,4.69901017368102e-05,0.0387763631905028,,,,
194,usa,na,NG Norman CSMS,no,no,no,na, ,f6e51c2b-c180-4b8b-b958-aac1ef51b80f,NG Norman CSMS,act,armyNationalGuard,ok,3.11488700568685e-05,0.0273630365109959,,,,
195,usa,na,Fort Irwin,no,yes,no,na, ,1f7d8f76-abaf-44f1-9648-19fcf743553d,Fort Irwin,act,usa,ca,0.303140859813311,2.8490999009208,35.26275,-116.68475,758.0,Fort Irwin
197,usa,na,NG Santa Fe - Onate Complex TS,no,no,no,na, ,fe6d85c9-1a09-4ab4-8121-793e79167add,NG Santa Fe - Onate Complex TS,act,armyNationalGuard,nm,0.0001868124272732,0.0901870414392777,,,,
198,usa,na,NG Camp Orchard Cantonement Area,no,no,no,na, ,78865bc6-ad22-4692-b634-725a63ddf83e,NG Camp Orchard Cantonement Area,act,armyNationalGuard,id,0.0003250260683671,0.19724836452227,,,,
199,usa,na,Orchard Combat Training Center,no,yes,no,na, ,26adcd7f-8ba8-41ad-a7f2-d7beadbb9ac3,Orchard Combat Training Center,act,armyNationalGuard,id,0.0639337532074933,1.29743132019847,,,,
201,usa,na,NG Williamstown,no,no,no,na, ,2701c03c-1f7b-4b4b-a116-de90aa713585,NG Williamstown,act,armyNationalGuard,wv,4.35077815836848e-05,0.0442240137027436,39.40063,-81.44818,193.0,Williamstown
202,usa,na,Parks Reserve Forces Tng Area,no,no,no,na, ,2da3b571-5485-43a2-9420-f13ce879d673,Parks Reserve Forces Tng Area,act,usar,ca,0.0009612641606508,0.181741993508519,,,,
204,usa,na,Pine Bluff Arsenal,no,yes,no,na, ,0bacdcf3-210a-49eb-af5f-22b0db2df7b3,Pine Bluff Arsenal,act,usa,ar,0.0054031088095598,0.401468580570033,,,,
205,usa,na,Pohakuloa Training Area,no,yes,no,na, ,c8d55e03-c747-403d-93ac-c0a5aee976ed,Pohakuloa Training Area,act,usa,hi,0.0460697412297577,1.31267064079769,,,,
206,usa,na,Presidio of Monterey,no,no,no,na, ,8151d38b-f33f-4a7a-bd80-e44ded58312c,Presidio of Monterey,act,usa,ca,0.0001593735082678,0.0776831788382034,36.6068,-121.89719,28.0,Lower Presidio Historic Park
207,usa,na,NG Thunderbird Youth Academy,no,no,no,na, ,ffad11db-920d-41cd-8519-013a1c3f73ef,NG Thunderbird Youth Academy,act,armyNationalGuard,ok,0.0002146900685602,0.0966925084580186,,,,
208,usa,na,Pueblo Chemical Depot,no,yes,no,na, ,b69db1c1-ceec-49ef-86e0-e9836a522320,Pueblo Chemical Depot,act,usa,co,0.0095151845096097,0.430763733463432,,,,
209,usa,na,NG RW Shepherd Hope Hull,no,no,no,na, ,2288fee4-60cf-42d8-99c9-f375593bc9ea,NG RW Shepherd Hope Hull,act,armyNationalGuard,al,2.81780523891939e-05,0.0429925642908595,,,,
210,usa,na,Radford Army Ammunition Plant,no,yes,no,na, ,99aae1ec-8207-4b2a-9818-b6d502123269,Radford Army Ammunition Plant,act,usa,va,0.0016544635841455,0.35043155197752,,,,
211,usa,na,NG Raleigh,no,no,no,na, ,95e8d276-4db8-4b76-9622-a32f516d45ae,NG Raleigh,act,armyNationalGuard,nc,3.25914727454801e-05,0.0340436882344871,35.7721,-78.63861,96.0,Raleigh
212,usa,na,NG Camp Ravenna Joint Military Training Center,no,no,no,na, ,d4eb3bf1-4a30-405f-9b74-460f8b1914f6,NG Camp Ravenna Joint Military Training Center,act,armyNationalGuard,oh,0.0094199256152478,0.531883738267279,,,,
213,usa,na,Red River Army Depot,no,yes,no,na, ,67e53f71-717a-4754-9517-8cce88325e5c,Red River Army Depot,act,usa,tx,0.005853814448983,0.361154037210176,33.46679,-94.31686,109.0,Red River Army Depot Heliport
214,usa,na,Redstone Arsenal,no,yes,no,na, ,0f7cb3aa-db59-4491-9e14-85829173b8df,Redstone Arsenal,act,usa,al,0.0151896917002432,0.592297393271834,34.68387,-86.64764,313.0,Redstone Arsenal
215,usa,na,Fort Detrick Forest Glen Annex,no,no,no,na, ,90ad5a1d-3966-407a-87d5-337efb07a62b,Fort Detrick Forest Glen Annex,act,usa,md,5.24128062853041e-05,0.0368485536256896,,,,
216,usa,na,Fort Detrick Glen Haven Annex,no,no,no,na, ,0523e904-d7e7-447f-8227-13de4503bf2c,Fort Detrick Glen Haven Annex,act,usa,md,8.23469395072607e-06,0.015531347720165,,,,
217,usa,na,NG Rickenbacker,no,no,no,na, ,89fbd8a4-b805-4db9-a778-cbb663b884f2,NG Rickenbacker,act,armyNationalGuard,oh,5.28399633771826e-05,0.030941476166209,39.8172,-82.93616,225.0,Rickenbacker International Airport
218,usa,na,NG Rio Rancho TS,no,no,no,na, ,cbd1e33d-048f-4d75-84a4-ad83ccf97063,NG Rio Rancho TS,act,armyNationalGuard,nm,4.79122054457548e-05,0.0293127810911021,,,,
219,usa,na,Rivanna Station,no,no,no,na, ,a5b8a5a1-526c-4747-ae40-5a7c2d0759b4,Rivanna Station,act,usa,va,3.10315592741972e-05,0.0289660314146764,,,,
220,usa,na,Riverbank AAP,no,no,no,na, ,8a195ce5-3387-4377-ac8c-fcb5b9e46e0b,Riverbank AAP,clsd,usa,ca,5.64736624255602e-05,0.0330530752428631,,,,
221,usa,na,NG Rochester NGA and OMS 2,no,no,no,na, ,57efd987-ad12-47db-93f5-0fa85b28dfc5,NG Rochester NGA and OMS 2,act,armyNationalGuard,mn,5.17880357620015e-06,0.0110962837241556,,,,
222,usa,na,NG Rosemount NG Armory,no,no,no,na, ,37105506-54f2-4aef-b053-8f6532cc28f2,NG Rosemount NG Armory,act,armyNationalGuard,mn,5.51937182535767e-06,0.0098092970656901,,,,
223,usa,na,Runkle Stagefield AL,no,no,no,na, ,d21a0bb3-84af-4b4f-b281-f79928a8746a,Runkle Stagefield AL,act,usa,al,0.0001005037636332,0.0455339047383302,,,,
225,usa,na,NG Saint George/FMS 5B,no,no,no,na, ,1b92ac89-947c-4de0-8aeb-41e72a7a5527,NG Saint George/FMS 5B,act,armyNationalGuard,ut,2.82107516795804e-05,0.0232659139898997,,,,
227,usa,na,Savanna Depot Act,no,no,no,na, ,973d9fb0-71e4-4c39-b6ee-719a757f9005,Savanna Depot Act,clsd,usa,il,0.0037629696521435,0.837751750675295,,,,
229,usa,na,Scranton Army Ammunition Plant,no,yes,no,na, ,46d11677-179c-4afe-bfcd-51b9a2da7376,Scranton Army Ammunition Plant,act,usa,pa,6.42387476545991e-06,0.0108307419533575,,,,
230,usa,na,NG Sea Girt  NJ NGTC,no,no,no,na, ,c9891bbd-c8b5-4f3d-b659-92c94d2d3f1e,NG Sea Girt  NJ NGTC,act,armyNationalGuard,nj,7.4242678238079e-05,0.0408413101022353,,,,
232,usa,na,NG Shelbyville,no,no,no,na, ,ef0fe000-e15c-4a41-9c13-30cf5cd7d56b,NG Shelbyville,act,armyNationalGuard,in,1.95891441308049e-05,0.0213216328010858,39.52144,-85.77692,233.0,Shelbyville
233,usa,na,Shell Basefield AL,no,no,no,na, ,11fdff43-92bc-4afb-a02a-2e633279109f,Shell Basefield AL,act,usa,al,9.37903080284741e-05,0.0385894457561371,,,,
234,usa,na,Sierra Army Depot,no,no,no,na, ,09889a49-6407-46da-95d3-517023dd7350,Sierra Army Depot,act,usa,ca,0.0111266449025607,0.475684940410498,,,,
237,usa,na,Skelly Stagefield AL,no,no,no,na, ,980989b9-72cd-4ea3-9060-134950cbb95e,Skelly Stagefield AL,act,usa,al,5.71654495615803e-05,0.0365848654132218,,,,
238,usa,na,NG Camp Beauregard,no,no,no,na, ,1735baa5-c3ed-4526-9a07-8667452d3d8a,NG Camp Beauregard,act,armyNationalGuard,la,0.0002754370902948,0.122868535832417,,,,
239,usa,na,Combat Capabilities Development Command Soldier Center,no,yes,no,na, ,63799d6b-e95b-4961-8cac-9234afd07d9f,Combat Capabilities Development Command Soldier Center,act,usa,ma,3.49843326148402e-05,0.0417161493968963,,,,
240,usa,na,NG Sparta Armory,no,no,no,na, ,671b5486-0564-417b-818a-7b4069750f10,NG Sparta Armory,act,armyNationalGuard,il,0.0011006186275608,0.22000808467888,,,,
241,usa,na,NG Spring City Readiness Center,no,no,no,na, ,1967d11e-4ed0-43ea-91f2-1267697fd531,NG Spring City Readiness Center,act,armyNationalGuard,pa,2.15231873426092e-05,0.0203117058293454,,,,
242,usa,na,NG Springfield (TS Cp Lincoln),no,no,no,na, ,5fc9e194-3fc1-4c6a-9db2-4c5e834bb4f2,NG Springfield (TS Cp Lincoln),act,armyNationalGuard,il,8.87049252469296e-05,0.0477254310797674,,,,
243,usa,na,NG St Cloud AASF,no,no,no,na, ,465214fc-984f-45bd-8c49-f292e5a0710f,NG St Cloud AASF,act,armyNationalGuard,mn,2.49753730365981e-05,0.021399017389272,,,,
244,usa,na,NG St Cloud NG Armory,no,no,no,na, ,91c5f07c-5128-40db-96d6-c47020c1f900,NG St Cloud NG Armory,act,armyNationalGuard,mn,3.02278294839198e-06,0.009754567182423,,,,
245,usa,na,Stinson 5AB Stagefield AL,no,no,no,na, ,60235e7a-673d-4266-b803-8d9fdcf24295,Stinson 5AB Stagefield AL,act,usa,al,6.65201173433161e-05,0.0339613885033059,,,,
247,usa,na,Tac X Stagefield AL,no,no,no,na, ,f0ebdba2-d935-472a-aa03-2dd9421e61a9,Tac X Stagefield AL,act,usa,al,1.94594526874425e-05,0.0268243182550632,,,,
248,usa,na,Tobyhanna Army Depot,no,no,no,na, ,5ea90a1f-adc2-4122-b7b6-f1054538a04b,Tobyhanna Army Depot,act,usa,pa,0.0005767230481978,0.114266906895254,,,,
250,usa,na,Toth Stagefield AL,no,no,no,na, ,1a899174-0f05-44fb-b70b-abf7264d4453,Toth Stagefield AL,act,usa,al,4.66038495687826e-05,0.0289593792491566,,,,
251,usa,na,Tripler Army Medical Center,no,no,no,na, ,1ad64760-bd3a-4c56-b93f-29bdf3f7458d,Tripler Army Medical Center,act,usa,hi,0.0001264794074208,0.0527699131734342,,,,
252,usa,na,NG Los Alamitos JFTB,no,no,no,na, ,52c2280c-ce59-4dc8-9f4e-476a42aff3f6,NG Los Alamitos JFTB,act,armyNationalGuard,ca,0.0005201925087021,0.111671671905714,,,,
254,usa,na,NG TS Camp Johnson,no,no,no,na, ,17bf1778-8612-42c9-a088-a72977cb8d09,NG TS Camp Johnson,act,armyNationalGuard,vt,2.73356854449958e-05,0.0285255375584686,,,,
255,usa,na,NG TS Mark Twain Natl Forest Wapp,no,no,no,na, ,8269e01c-58d5-4123-af72-1df75d07dbea,NG TS Mark Twain Natl Forest Wapp,act,armyNationalGuard,mo,0.0008374988353807,0.167007508151299,,,,
258,usa,na,NG TS Keaukaha Mil Res,no,no,no,na, ,b54e8036-03f8-4d78-b59f-2edcfe3cc4ca,NG TS Keaukaha Mil Res,act,armyNationalGuard,hi,0.0001756888104864,0.100668839351777,,,,
259,usa,na,Joint Systems Manufacturing Center - Lima,no,yes,no,na, ,5385ae3a-d221-4885-894e-c4333e7ea91b,Joint Systems Manufacturing Center - Lima,act,usa,oh,0.0001589456346664,0.0622427550872863,,,,
260,usa,na,Adelphi Laboratory Center,no,yes,no,na, ,cb11c20f-011c-4df3-9fd3-e7054511637b,Adelphi Laboratory Center,act,usa,md,8.66115694861946e-05,0.0591907988327997,,,,
261,usa,na,USA Field Station Kunia,no,no,no,na, ,8cfdd716-4f83-49fc-90f5-1ad6615c73c0,USA Field Station Kunia,act,usa,hi,3.32210138367373e-05,0.0305726478491135,,,,
262,usa,na,Joliet USARC/JTA,no,no,no,na, ,ab842ed3-35ad-473a-9400-5fe63ea053bc,Joliet USARC/JTA,act,usar,il,0.0015574862676581,0.219544297684413,,,,
263,usa,na,USMCB Camp Pendleton,no,no,no,na, ,06e10670-e52e-4eda-8e48-a745c81b9484,USMCB Camp Pendleton,act,usar,ca,4.50557899966952e-06,0.0092070224168154,,,,
265,usa,na,NG VTS Catoosa,no,no,no,na, ,f6774b1b-2b8f-4576-8782-159d386bca6e,NG VTS Catoosa,act,armyNationalGuard,ga,0.0006506411129976,0.156127230047049,,,,
267,usa,na,NG VTS Smyrna,no,no,no,na, ,688453f5-dc28-4817-a817-db0089cecb9e,NG VTS Smyrna,act,armyNationalGuard,tn,0.0003486237633296,0.104995828622742,,,,
268,usa,na,W Silver Spring Complex,no,no,no,na, ,71d9f3c0-edd0-4616-bec0-49eadacac029,W Silver Spring Complex,act,usar,wi,5.64552676678431e-05,0.0362967739298646,,,,
272,usa,na,NG West Camp,no,no,no,na, ,f894d83e-0f9f-4d1e-819e-e57df7072bcb,NG West Camp,act,armyNationalGuard,sd,0.0003473305256978,0.0974266225970271,42.12315,-73.93486,56.0,West Camp
273,usa,na,West Point Military Reservation,no,no,no,na, ,7bdb8055-5cf0-4906-b5c3-c2bc78feeb48,West Point Military Reservation,act,usa,ny,0.0069054782104921,0.639529351298416,,,,
274,usa,na,NG Westminster Training Site,no,no,no,na, ,356b33c8-1b02-435a-a964-1fe94d9eb6a3,NG Westminster Training Site,act,armyNationalGuard,vt,2.19565183670056e-05,0.0258300036358816,,,,
276,usa,na,White Sands Missile Range,no,yes,no,na, ,bdb2817c-b4c1-4ec7-949e-3a0c706d8f34,White Sands Missile Range,act,usa,nm,0.888419578157027,5.1558549692754,,,,
277,usa,na,Yuma Proving Ground,no,yes,no,na, ,4a1428c1-ff53-45e4-bf7e-9fcd77c0f57d,Yuma Proving Ground,act,usa,az,0.327243029009423,4.27435828730971,,,,
279,usa,na,NG MTA Camp Butner,no,no,no,na, ,8d3ca80e-a0af-4df5-a5b3-53c72dbc028b,NG MTA Camp Butner,act,armyNationalGuard,nc,0.0019928593126223,0.214370877804254,,,,
280,usa,na,NG Springfield AVCRAD (New),no,no,no,na, ,4efef584-f2ee-43c5-87ae-71efe71519aa,NG Springfield AVCRAD (New),act,armyNationalGuard,mo,4.40853664258611e-05,0.028627885031512,,,,
281,usa,na,Muscatatuck Urban Training Center,no,yes,no,na, ,cd950341-c713-4523-8760-20fe8b089d85,Muscatatuck Urban Training Center,act,armyNationalGuard,in,0.0004045820546546,0.119487828230159,,,,
282,usa,na,NG Cambridge Springs Readiness Center and FMS 5,no,no,no,na, ,dc192aab-90b7-4118-9d6e-3cb872cbee41,NG Cambridge Springs Readiness Center and FMS 5,act,armyNationalGuard,pa,4.53423515409668e-05,0.0366524149831994,,,,
285,usa,na,NG Jackson County AFRC,no,no,no,na, ,97975644-c712-4fbe-bc6f-c98c71488a27,NG Jackson County AFRC,act,armyNationalGuard,wv,0.0001514800994755,0.0909120719993319,,,,
286,usa,na,NG Elkins AFRC,no,no,no,na, ,f81e6621-b639-4b23-acbe-c7e1d16eb287,NG Elkins AFRC,act,armyNationalGuard,wv,6.14273076280369e-05,0.0379141228057014,,,,
287,usa,na,NG Muskogee AFRC,no,no,no,na, ,6eac51ee-0710-4df1-91b9-fbfe24e3194a,NG Muskogee AFRC,act,armyNationalGuard,ok,2.34606027333939e-05,0.0229854316753854,,,,
288,usa,na,NG Clarke Range Complex,no,no,no,na, ,3faf9761-72d3-45b2-b9f4-a04a1d48ec08,NG Clarke Range Complex,act,armyNationalGuard,al,0.0087483883760342,0.423872993318527,,,,
289,usa,na,NG Collegeville FMS 4,no,no,no,na, ,f17e1a68-5024-438a-961c-5a39eebfad2f,NG Collegeville FMS 4,act,armyNationalGuard,pa,2.21427762880921e-05,0.0210470438557792,,,,
291,usa,na,NG Knightstown,no,no,no,na, ,db91c80e-ed4b-487c-9ec3-281809a87fb0,NG Knightstown,act,armyNationalGuard,in,0.0001648736956667,0.0690334787038318,39.7956,-85.52636,284.0,Knightstown
292,usa,na,Fort Bragg,no,yes,no,na, ,612f193c-193e-450f-8fc1-7c1c5b3c1bb1,Fort Bragg,act,usa,nc,0.0620066869901957,1.95935440329765,35.139,-79.00603,104.0,Fort Liberty
293,usa,na,March ARB,no,no,no,na, ,7ac55f2d-df6f-4d09-984f-70783e56edff,March ARB,act,afr,ca,0.0027147753323788,0.414166062209564,33.89267,-117.26081,464.0,March ARB
294,usa,na,Tinker Air Force Base,no,yes,no,na, ,98ea3dbd-81ac-4ed4-a08e-05ce34b2df9f,Tinker Air Force Base,act,usaf,ok,0.0022800598333105,0.353714501162648,35.42555,-97.39682,376.0,Tinker Air Force Base
295,usa,na,Dover Air Force Base,no,yes,no,na, ,09d6cb45-c42e-4005-ad6c-626b186768c6,Dover Air Force Base,act,usaf,de,0.0013349148683482,0.302734894766448,39.12749,-75.47136,7.0,Dover AFB
296,usa,na,Schriever Space Force Base,no,yes,no,na, ,e6b201fa-7887-4f11-9511-3720e05df1f3,Schriever Space Force Base,act,usaf,co,0.0022755670377137,0.201794816933357,,,,
298,usa,na,Minn-St Paul,no,no,no,na, ,44d48253-5183-4a17-9ff1-634dc9b7facf,Minn-St Paul,act,afr,mn,0.0001280717256122,0.0871328495672086,,,,
299,usa,na,Dobbins ARB,no,no,no,na, ,e43707a6-78ce-47c7-a5b8-a2e10332439e,Dobbins ARB,act,afr,ga,0.0009962708923012,0.207595489390146,33.91538,-84.51632,325.0,Dobbins ARB
300,usa,na,McGhee Tyson Airport,no,no,no,na, ,979bb67b-2618-4d55-90ad-49a5693ab151,McGhee Tyson Airport,act,airNationalGuard,tn,0.0001476497557898,0.0796314559995688,35.80673,-83.99115,290.0,McGhee Tyson Airport
301,usa,na,Keesler AFB,no,no,no,na, ,334ed856-c6ee-47c8-b396-a92d2aa86719,Keesler AFB,act,usaf,ms,0.000577706255802,0.196320185793448,30.41078,-88.92188,224.0,Keesler AFB
302,usa,na,Dyess Air Force Base,no,yes,no,na, ,5c996b7c-a1e7-458c-8123-d7d95c55ebcb,Dyess Air Force Base,act,usaf,tx,0.0020823158920393,0.240632715021148,32.42013,-99.85731,543.0,Dyess Air Force Base
303,usa,na,Westover ARB,no,no,no,na, ,fa237e2c-3747-47b8-b59a-44f17eeeb7ee,Westover ARB,act,afr,ma,0.0010530596166518,0.209788225902375,42.19317,-72.53603,73.0,Westover Air Reserve Base / Metropolitan Airport
305,usa,na,Grissom ARB,no,no,no,na, ,03c93045-001f-4d4a-98e1-c4e7b6ba51fa,Grissom ARB,act,afr,in,0.0011691858042013,0.223613539969872,,,,
307,usa,na,Maxwell-Gunter Air Force Base,no,yes,no,na, ,3749b083-68d5-44f6-a458-19fccebd6c7a,Maxwell-Gunter Air Force Base,act,usaf,al,0.0010153767850624,0.252841755367205,32.70069,-85.76023,208.0,Maxwell-Gunter Recreation Area
308,usa,na,Moody Air Force Base,no,yes,no,na, ,157bdbad-24e0-4f6a-bb9f-ae36c6eacf0d,Moody Air Force Base,act,usaf,ga,0.0042302202871269,0.413875218483416,30.96862,-83.19306,71.0,Moody Air Force Base
309,usa,na,Whiteman Air Force Base,no,yes,no,na, ,2c27b8a2-31e4-4255-9dd4-3ff8212cadba,Whiteman Air Force Base,act,usaf,mo,0.0022024665222488,0.295822745867508,38.73018,-93.55895,254.0,Whiteman Air Force Base
310,usa,na,Hanscom Air Force Base,no,yes,no,na, ,67f2a8aa-14e4-4fa1-a63c-f9e5ebedc243,Hanscom Air Force Base,act,usaf,ma,0.0003439775266542,0.114791736915024,,,,
311,usa,na,Wright-Patterson Air Force Base,no,yes,no,na, ,e5bd8b01-78f2-4ba3-a9f6-8b31b0ab18de,Wright-Patterson Air Force Base,act,usaf,oh,0.002224830461273,0.251926503243799,39.82201,-84.0368,248.0,Wright-Patterson Air Force Base
312,usa,na,McConnell AFB,no,no,no,na, ,0f28e5aa-c092-45a6-b55e-b771a87a84c2,McConnell AFB,act,usaf,ks,0.0057337598875619,0.304782829703907,37.63007,-97.25869,416.0,McConnell AFB
313,usa,na,Barksdale Air Force Base,no,yes,no,na, ,912340d1-ee2c-4f39-8a07-38075863d6a8,Barksdale Air Force Base,act,usaf,la,0.008522110852482,0.483032903274474,32.49696,-93.66762,50.0,Barksdale AFB
314,usa,na,Little Rock Air Force Base,no,yes,no,na, ,63a3e6a3-39b4-46f0-bfa4-ede34cf6d158,Little Rock Air Force Base,act,usaf,ar,0.0024821138133575,0.247370123365609,34.89149,-92.15955,264.0,Little Rock Air Force Base
315,usa,na,Sheppard AFB,no,no,no,na, ,d8d12f68-6321-44c7-8bd1-afcda0dbcd4e,Sheppard AFB,act,usaf,tx,0.0018214820822777,0.225890321084363,,,,
316,usa,na,Laughlin AFB,no,yes,no,na, ,bcd63136-38d1-4f59-9530-240ac980b247,Laughlin AFB,act,usaf,tx,0.0016874545199243,0.26657507950894,,,,
319,usa,na,Hill Air Force Base,no,yes,no,na, ,1a745541-cd54-49a6-aab7-167c3ae54621,Hill Air Force Base,act,usaf,ut,0.0028783907068827,0.312344406887761,41.11118,-111.97712,1461.0,Hill Air Force Base
320,usa,na,Joint Base San Antonio,no,yes,yes,na, ,b1c9f656-b853-4ff0-b1d2-6e04f5ca0c59,Joint Base San Antonio,act,usaf,tx,0.0167311378556371,1.81819184293332,,,,
321,usa,na,USAF Academy Auxiliary Airfield,no,no,no,na, ,e6db7e58-89ee-4811-87f9-573ccd6dd617,USAF Academy Auxiliary Airfield,act,usaf,co,8.23563118501625e-05,0.100002189811131,,,,
324,usa,na,Eglin Air Force Base,no,yes,no,na, ,ca5be2c9-00e1-432f-953c-618eca04cb84,Eglin Air Force Base,act,usaf,fl,0.172955966057345,3.57095729843522,30.45907,-86.55026,13.0,Eglin Air Force Base
326,usa,na,Tyndall Air Force Base,no,yes,no,na, ,36667962-6fd6-46c4-9fe4-5867b19560b0,Tyndall Air Force Base,act,usaf,fl,0.0110144306663642,1.9128275947826,30.08535,-85.60731,8.0,Tyndall Air Force Base
327,usa,na,Cheyenne Mountain Space Force Station,no,yes,no,na, ,d7abd412-17ec-4e36-aaa8-5fd718bde893,Cheyenne Mountain Space Force Station,act,usaf,co,0.0002069098281936,0.0825128287877963,38.73721,-104.88081,2915.0,Cheyenne Mountain Space Force Station
328,usa,na,Peterson Space Force Base,no,yes,no,na, ,4f3fceaa-555a-4cb3-a78b-6e47c6f1f190,Peterson Space Force Base,act,usaf,co,0.0006847664285487,0.217690415288705,,,,
329,usa,na,Davis-Monthan Air Force Base,no,yes,no,na, ,4d7b1391-49ee-46d5-92b0-5b23c4725ff8,Davis-Monthan Air Force Base,act,usaf,az,0.0040851250330433,0.392054645460584,,,,
330,usa,na,Seymour Johnson Air Force Base,no,yes,no,na, ,096a6e6a-5c29-4332-bd2f-3f37a665e767,Seymour Johnson Air Force Base,act,usaf,nc,0.0012967960039986,0.213067790038083,,,,
331,usa,na,Charlotte/Douglas IAP,no,no,no,na, ,71e270c3-a3eb-4ffe-bce6-b734bee3a0e7,Charlotte/Douglas IAP,act,airNationalGuard,nc,4.22442017224967e-05,0.0319202834361154,,,,
332,usa,na,Dare County Range,no,yes,no,na, ,5bbc42ba-7406-47f8-a369-75357535f535,Dare County Range,act,usaf,nc,0.0187947745932888,0.643544466652545,,,,
333,usa,na,Blakeslee Air Force Recreation Area,no,no,no,na, ,3ad5647a-111f-45a5-a243-7ae75bf57243,Blakeslee Air Force Recreation Area,act,usaf,nc,1.60387357936997e-05,0.0318108504142756,,,,
334,usa,na,St Louis Air Force Station,no,no,no,na, ,4737dd04-70f3-4968-b638-62a556c6a6a4,St Louis Air Force Station,act,usaf,mo,1.30455209728098e-05,0.0206647020183189,,,,
335,usa,na,W K Kellogg,no,no,no,na, ,14c2c816-8718-4674-ab09-bb814584d292,W K Kellogg,act,airNationalGuard,mi,6.18608033762236e-05,0.054589611601422,42.30726,-85.25083,283.0,W. K. Kellogg Airport
336,usa,na,Eglin AFB Site 2 Santa Rosa Island,no,no,no,na, ,bd06ddd7-a508-44a5-a9e2-dd22481e14a7,Eglin AFB Site 2 Santa Rosa Island,act,usaf,fl,0.001210155407989,0.559852415968173,,,,
338,usa,na,Poinsett Electronic Combat Range,no,no,no,na, ,d8a549d3-d1dc-43a2-be2c-2c79ec93d7c1,Poinsett Electronic Combat Range,act,usaf,sc,0.0049350272561241,0.346208154880538,,,,
339,usa,na,New Boston Air Station,no,yes,no,na, ,d30610f5-c32c-4984-a336-58a8fdb7d17a,New Boston Air Station,act,usaf,nh,0.0012883117170037,0.166665107477262,,,,
340,usa,na,Hurlburt Field,no,no,no,na, ,b1781acd-0a9d-49f5-924a-2c0599a1aeb2,Hurlburt Field,act,usaf,fl,0.0024250053008927,0.246633476254721,30.42388,-86.69741,15.0,Hurlburt Field
341,usa,na,Robins AFB,no,no,no,na, ,d65540a6-5ab5-4a82-aaab-18a3df7b395f,Robins AFB,act,usaf,ga,0.0026054634167849,0.286612303686718,32.64014,-83.59185,89.0,Robins AFB
342,usa,na,Joint Base Andrews,no,yes,yes,na, ,0572936d-3324-4b92-a87f-40a6b8a93691,Joint Base Andrews,act,usaf,md,0.0018478318186225,0.181325886720535,38.80366,-76.87215,85.0,Andrews NAF
343,usa,na,Vance Air Force Base,no,yes,no,na, ,b63315bd-47fa-4e4b-9a9a-59a4412da0b0,Vance Air Force Base,act,usaf,ok,0.0013750874183431,0.223267090817965,36.33976,-97.91645,391.0,Vance Air Force Base
344,usa,na,Newington Defense Fuel Support Point,no,no,no,na, ,c93718fd-6a41-4950-884e-b736baab0577,Newington Defense Fuel Support Point,act,usaf,nh,4.98279769090004e-06,0.0152065679059764,,,,
345,usa,na,Mountain Home Air Force Base,no,yes,no,na, ,bac7dada-62a7-48c2-ac76-c1359283fcf4,Mountain Home Air Force Base,act,usaf,id,0.0026935995088024,0.219919724147159,43.04963,-115.86561,912.0,Mountain Home AFB
346,usa,na,Clear Space Force Station,no,yes,no,na, ,634c58cc-6f4f-4131-ba5c-83304c6c21bc,Clear Space Force Station,act,usaf,ak,0.008605695152255,0.500134143451573,,,,
